Depth (ft),%Na,%Mg,%Al,%Si,%P,%S,%K,%Ca,%Ti,%Mn,%Fe,V ppm,Cr ppm,Co ppm,Ni ppm,Cu ppm,Zn ppm,Ga ppm,As ppm,Pb ppm,Th ppm,Rb ppm,U ppm,Sr ppm,Y ppm,Zr ppm,Nb ppm,Mo ppm,Quartz,Dolomite,Illite,Calcite,Gypsum,Microclin,Albite,Pyrite,Kaolinite
5835,0.1732,1.5046,2.2275,7.6415,0.5447,1.091,1.1789,27.2517,0.13,0.0146,1.2672,29,50,5,62,37,170,11,13,13,7,44,31,3356,0,0,9,0,,,,,,,,,
5835.333,0.3502,1.4256,1.7632,7.9501,0.0578,0.959,0.9852,22.0112,0.1135,0.0141,1.5165,39,50,4,39,18,86,8,0,6,5,54,13,395,20,73,5,4,6,16.2,5.3,51.5,5.6,3.5,4.5,5.2,2.2
5835.667,0.1818,0.0342,0.339,3.1703,0.0093,0.5702,0.2354,34.4891,0.0263,0.0137,0.7899,45,14,7,28,22,28,8,5,9,4,23,12,1925,0,0,5,0,,,,,,,,,
5836,0.2684,0.6598,0.7685,5.1844,0,1.4191,0.5187,27.9741,0.0561,0.0141,0.9698,34,27,4,16,15,57,4,4,8,4,26,0,333,17,45,2,4,,,,,,,,,
5836.333,0.3338,2.1047,1.8968,8.9912,0.0525,0.9807,0.8826,23.9963,0.0952,0.0149,1.3768,37,55,4,35,18,104,5,1,8,4,32,2,358,17,60,4,0,,,,,,,,,
5836.667,0.352,2.1839,1.6087,7.524,0.161,0.8899,0.7953,25.5901,0.0852,0.0145,1.3283,41,45,5,41,27,102,11,6,10,6,40,6,2213,0,7,7,0,,,,,,,,,
5837,0.3472,3.2449,2.112,8.0297,0.2313,1.4177,1.058,24.1148,0.141,0.0148,1.5285,32,46,3,52,28,106,11,14,15,7,50,34,2987,0,0,11,0,5.3,17.2,5,53.3,5.4,4.1,2.8,3.7,3.2
5837.333,0.3304,2.8006,2.2721,8.4952,0.146,1.9953,1.0825,23.5878,0.1427,0.0141,1.6441,33,43,2,48,27,183,8,7,10,6,51,9,1632,0,37,6,0,,,,,,,,,
5837.667,0.3236,2.8631,1.9111,8.2076,0.2135,1.0117,0.942,24.4748,0.0994,0.0147,1.4254,56,46,5,40,24,70,8,11,12,6,44,32,2301,0,15,8,2,,,,,,,,,
5838,0.2934,2.6806,1.1543,7.5809,0.0639,1.0712,0.6028,27.5659,0.0805,0.0145,1.1631,65,41,4,19,15,26,6,4,7,4,36,0,402,13,71,4,0,,,,,,,,,
5838.333,0.1914,0.3914,0.391,3.5608,0.0591,0.7363,0.2387,34.8381,0.0358,0.0139,0.8108,34,20,7,23,17,57,5,4,7,3,15,9,1017,0,17,2,0,3,3.3,3.8,68.7,6.6,4,3.5,4.2,2.8
5838.667,0.2415,0.0155,0.2708,3.2056,0,0.4467,0.2027,34.3468,0.028,0.0139,0.7905,37,17,9,19,16,21,6,7,9,3,16,5,1110,0,4,4,0,,,,,,,,,
5839,0.337,2.3253,1.7953,8.5259,0.0259,1.0201,0.9,24.3687,0.0907,0.0149,1.4197,41,48,4,24,19,71,6,4,8,4,39,9,373,20,64,3,5,,,,,,,,,
5839.333,0.32,2.5323,2.9227,9.1079,0.3998,1.5734,1.4421,23.6086,0.1411,0.015,1.3917,20,55,5,77,40,119,16,13,14,8,51,38,4651,0,0,13,0,,,,,,,,,
5839.667,0.1919,1.4421,2.1256,7.8812,0.2682,1.3967,1.1385,26.3688,0.0985,0.0143,1.3298,33,45,4,55,35,267,11,12,13,6,40,31,2658,0,0,10,2,4.8,8.4,6,58.7,5.8,4,4.6,4.2,3.5
5840,0.25,1.7804,2.2295,8.2347,0.2243,1.1405,1.0801,25.8595,0.1074,0.0145,1.2469,56,51,4,57,28,150,10,7,11,6,43,20,2595,0,0,8,0,,,,,,,,,
5840.333,0.3138,1.613,1.9619,8.3963,0.1154,1.1765,1.0799,25.0705,0.1014,0.0146,1.2047,50,48,4,55,21,71,9,8,11,6,46,14,1761,0,19,7,0,,,,,,,,,
5840.667,0.2885,2.2676,1.733,8.065,0.0787,1.0043,0.8926,25.4463,0.0893,0.0146,1.2922,40,42,4,41,21,40,9,5,10,5,42,11,926,6,54,5,2,,,,,,,,,
5841,0.3648,3.365,1.6373,7.9708,0.0267,0.9125,0.7587,24.6265,0.083,0.015,1.3722,60,42,4,29,15,44,7,6,9,4,41,1,329,17,76,5,2,5.6,20.3,4.6,45.4,6.2,4.9,3.6,6.5,3.1
5841.333,0.3597,3.6231,1.8487,7.3454,0.0464,0.948,1.0035,25.2537,0.0896,0.0149,1.421,44,45,4,26,21,73,5,4,6,5,46,4,374,17,73,4,7,,,,,,,,,
5841.667,0.1459,0.4647,0.5277,3.1807,0.0642,1.6214,0.3099,33.4384,0.0331,0.0137,0.8512,44,14,7,22,21,47,6,9,10,4,23,6,1447,0,0,3,0,,,,,,,,,
5842,0.2616,0.76,0.6472,4.1353,0.0215,1.7317,0.5208,31.3081,0.0373,0.0138,0.9299,35,21,6,27,17,21,4,4,7,4,28,3,284,17,38,3,0,,,,,,,,,
5842.333,0.3453,2.884,2.6287,8.8081,0.1568,1.2755,1.3907,24.0456,0.1304,0.015,1.5008,45,56,5,37,16,48,7,0,8,5,48,6,399,23,82,4,11,,,,,,,,,
5842.667,0.3149,2.9502,2.1923,8.2327,0.1294,1.2123,1.28,25.0966,0.0932,0.0146,1.4474,49,46,4,36,21,125,7,6,9,5,54,13,414,20,65,4,6,4.6,15.4,5.8,52.1,6.7,5.6,2.3,5.3,2.2
5843,0.3521,3.5766,2.6754,8.8602,0.1645,1.2452,1.4547,24.7569,0.1186,0.0148,1.4755,42,59,5,41,18,41,7,7,11,6,68,0,403,24,70,3,7,,,,,,,,,
5843.333,0.3724,2.9722,2.7321,9.2129,0.1572,1.0947,1.5327,23.0314,0.1343,0.0147,1.576,34,57,5,42,18,54,7,9,11,6,60,2,394,23,67,4,6,,,,,,,,,
5844,0.3195,2.6471,2.3684,8.4363,0.1832,1.2507,1.3384,25.4545,0.1202,0.0146,1.3923,32,50,5,35,25,49,8,0,7,6,55,4,411,20,68,4,2,,,,,,,,,
5844.333,0.2996,1.863,2.5162,8.4996,0.1428,1.3144,1.3691,24.9338,0.1291,0.0145,1.4244,21,52,3,46,19,60,8,5,9,5,56,15,422,20,66,5,7,3.7,10.2,6.5,53.7,7.4,5.3,3.2,4.9,5
5844.667,0.3132,3.0923,2.5602,8.6863,0.1453,1.2826,1.4257,24.7406,0.1259,0.0148,1.377,40,50,5,50,24,89,6,6,9,5,57,0,392,22,69,5,6,,,,,,,,,
5845,0.2887,3.2726,2.8166,9.3314,0.1768,1.2569,1.4444,26.0518,0.1231,0.0149,1.3572,34,54,4,42,20,40,7,7,10,6,57,6,414,23,73,4,4,,,,,,,,,
5845.333,0.1802,0.5827,0.9302,5.2522,0.0716,1.4556,0.7106,30.0509,0.0541,0.0141,1.0008,21,36,5,23,18,62,5,6,9,4,33,0,343,12,43,2,1,,,,,,,,,
5845.667,0.2929,2.1679,1.6262,7.1714,0.1042,1.3787,1.0673,26.159,0.0912,0.0143,1.3017,44,52,7,30,16,50,9,5,10,5,48,2,401,23,65,4,1,,,,,,,,,
5846,0.2674,0.3076,0.6269,3.61,0.2221,0.781,0.3172,32.1053,0.032,0.0135,1.0185,59,19,8,33,27,39,9,9,11,4,15,27,2993,0,0,6,0,2.5,3.7,6.6,64.7,6,5.1,3.3,3.3,4.9
5846.333,0.2431,0.2992,0.172,2.7137,0.0412,0.3788,0.2184,35.2998,0.0283,0.0135,0.8524,35,13,8,18,16,16,6,3,7,4,18,9,1251,0,0,3,0,,,,,,,,,
5846.667,0.351,1.2173,2.356,11.5736,0.1064,1.0169,1.135,22.3691,0.1171,0.0154,1.1828,50,59,5,43,23,236,7,3,8,5,53,2,352,22,70,4,2,,,,,,,,,
5847,0.4004,0.4083,2.1949,10.1355,0.0543,1.5207,1.0832,20.8669,0.1091,0.0145,1.3048,34,40,3,50,20,85,7,5,10,5,54,0,354,22,75,5,1,,,,,,,,,
5847.333,0.2366,0.3793,0.2383,3.4171,0,0.5385,0.2491,34.3245,0.0227,0.0135,0.9239,42,19,7,20,16,21,7,1,8,4,20,0,287,16,28,2,0,2.1,5.2,3.8,68.7,4.6,4.7,4.2,4.8,1.8
5847.667,0.1623,0,0.4521,2.8399,0.0426,0.8079,0.2188,35.3232,0.0288,0.0128,1.0841,42,17,3,17,16,9,4,5,9,3,16,6,288,15,31,3,3,,,,,,,,,
5848,0.1177,0,0.3274,3.0241,0,0.5248,0.2396,35.3201,0.0312,0.0134,0.916,43,15,4,20,18,15,6,6,8,3,17,17,939,1,5,1,0,,,,,,,,,
5848.333,0.1771,0.2766,0.3508,2.9275,0,0.9421,0.2359,34.2618,0.0292,0.0134,0.9593,36,18,6,25,18,23,7,3,8,4,26,6,1038,0,4,5,2,,,,,,,,,
5848.667,0.1516,1.112,0.7165,3.9286,0.0484,0.7379,0.3449,34.2295,0.0442,0.0134,1.0256,44,23,9,29,16,20,5,5,9,3,18,1,345,14,26,1,6,,,,,,,,,
5849,0.2486,1.4734,4.0612,13.3826,0.0245,1.2561,1.8668,19.296,0.2125,0.0161,1.4354,11,58,7,50,17,29,9,7,10,7,89,8,268,23,127,7,10,15.7,9.3,5.1,50.4,6.8,3.6,2.7,3.8,2.6
5849.333,0.3274,0.5572,3.178,14.1272,0.028,1.2911,1.2765,18.2454,0.1642,0.0162,1.5103,30,61,6,24,15,21,7,9,11,5,60,6,260,25,186,7,14,,,,,,,,,
5849.667,0.3721,0.199,3.1206,13.6494,0.0043,1.5649,1.3413,16.101,0.1694,0.016,1.5339,21,66,8,28,13,12,9,6,10,6,64,0,262,24,157,6,8,,,,,,,,,
